cloud,log_sigma_gas,log_sigma_sfr
Ophiuchus,2.0858,0.4874
Ophiuchus,2.0877,0.4798
Ophiuchus,2.0895,0.4874
Ophiuchus,2.0914,0.4924
Ophiuchus,2.0933,0.4975
Ophiuchus,2.0952,0.4949
Ophiuchus,2.0971,0.5025
Ophiuchus,2.0989,0.5076
Ophiuchus,2.1008,0.5152
Ophiuchus,2.1027,0.5177
Ophiuchus,2.1046,0.5253
Ophiuchus,2.1065,0.5202
Ophiuchus,2.1083,0.5278
Ophiuchus,2.1102,0.5328
Ophiuchus,2.1121,0.5354
Ophiuchus,2.114,0.5354
Ophiuchus,2.1159,0.5429
Ophiuchus,2.1177,0.548
Ophiuchus,2.1196,0.553
Ophiuchus,2.1215,0.5556
Ophiuchus,2.1234,0.5657
Ophiuchus,2.1253,0.5631
Ophiuchus,2.1271,0.5682
Ophiuchus,2.129,0.5758
Ophiuchus,2.1309,0.5758
Ophiuchus,2.1328,0.5783
Ophiuchus,2.1347,0.5833
Ophiuchus,2.1365,0.5884
Ophiuchus,2.1384,0.5934
Ophiuchus,2.1403,0.5934
Ophiuchus,2.1422,0.596
Ophiuchus,2.1441,0.6035
Ophiuchus,2.1459,0.6086
Ophiuchus,2.1478,0.6111
Ophiuchus,2.1497,0.6162
Ophiuchus,2.1516,0.6187
Ophiuchus,2.1535,0.6237
Ophiuchus,2.1553,0.6212
Ophiuchus,2.1572,0.6313
Ophiuchus,2.1591,0.6364
Ophiuchus,2.161,0.6389
Ophiuchus,2.1629,0.6439
Ophiuchus,2.1647,0.6515
Ophiuchus,2.1666,0.6465
Ophiuchus,2.1685,0.654
Ophiuchus,2.1704,0.6566
Ophiuchus,2.1723,0.6641
Ophiuchus,2.1741,0.6667
Ophiuchus,2.176,0.6692
Ophiuchus,2.1779,0.6768
Ophiuchus,2.1798,0.6717
Ophiuchus,2.1817,0.6869
Ophiuchus,2.1835,0.6843
Ophiuchus,2.1854,0.6919
Ophiuchus,2.1873,0.6869
Ophiuchus,2.1892,0.6944
Ophiuchus,2.1911,0.697
Ophiuchus,2.1929,0.6995
Ophiuchus,2.1948,0.697
Ophiuchus,2.1967,0.7071
Ophiuchus,2.1986,0.7172
Ophiuchus,2.2005,0.7146
Ophiuchus,2.2024,0.7222
Ophiuchus,2.2042,0.7172
Ophiuchus,2.2061,0.7247
Ophiuchus,2.208,0.7273
Ophiuchus,2.2099,0.7298
Ophiuchus,2.2118,0.7273
Ophiuchus,2.2136,0.7323
Ophiuchus,2.2155,0.7475
Ophiuchus,2.2174,0.7449
Ophiuchus,2.2193,0.7525
Ophiuchus,2.2212,0.7475
Ophiuchus,2.223,0.7551
Ophiuchus,2.2249,0.7576
Ophiuchus,2.2268,0.7601
Ophiuchus,2.2287,0.7652
Ophiuchus,2.2306,0.7727
Ophiuchus,2.2324,0.7727
Ophiuchus,2.2343,0.7753
Ophiuchus,2.2362,0.7727
Ophiuchus,2.2381,0.7879
Ophiuchus,2.24,0.7879
Ophiuchus,2.2418,0.7904
Ophiuchus,2.2437,0.7879
Ophiuchus,2.2456,0.798
Ophiuchus,2.2475,0.8081
Ophiuchus,2.2494,0.8056
Ophiuchus,2.2512,0.8081
Ophiuchus,2.2531,0.8081
Ophiuchus,2.255,0.8157
Ophiuchus,2.2569,0.8207
Ophiuchus,2.2588,0.8283
Ophiuchus,2.2606,0.8232
Ophiuchus,2.2625,0.8308
Ophiuchus,2.2644,0.8359
Ophiuchus,2.2663,0.8434
Ophiuchus,2.2682,0.8409
Ophiuchus,2.27,0.8485
Ophiuchus,2.2719,0.8434
Ophiuchus,2.2738,0.8586
Ophiuchus,2.2757,0.8485
Ophiuchus,2.2776,0.8535
Ophiuchus,2.2794,0.8636
Ophiuchus,2.2813,0.8636
Ophiuchus,2.2832,0.8687
Ophiuchus,2.2851,0.8737
Ophiuchus,2.287,0.8687
Ophiuchus,2.2888,0.8687
Ophiuchus,2.2907,0.8788
Ophiuchus,2.2926,0.8838
Ophiuchus,2.2945,0.8737
Ophiuchus,2.2964,0.8889
Ophiuchus,2.2982,0.8788
Ophiuchus,2.3001,0.8838
Ophiuchus,2.302,0.8939
Ophiuchus,2.3039,0.8939
Ophiuchus,2.3058,0.8939
Ophiuchus,2.3076,0.8965
Ophiuchus,2.3095,0.899
Ophiuchus,2.3114,0.9015
Ophiuchus,2.3133,0.9091
Ophiuchus,2.3152,0.9141
Ophiuchus,2.317,0.9116
Ophiuchus,2.3189,0.9167
Ophiuchus,2.3208,0.9192
Ophiuchus,2.3227,0.9242
Ophiuchus,2.3246,0.9268
Ophiuchus,2.3264,0.9318
Ophiuchus,2.3283,0.9394
Ophiuchus,2.3302,0.9419
Ophiuchus,2.334,0.9495
Ophiuchus,2.3358,0.952
Ophiuchus,2.3377,0.9571
Ophiuchus,2.3396,0.9621
Ophiuchus,2.3415,0.9646
Ophiuchus,2.3434,0.9646
Ophiuchus,2.3452,0.9722
Ophiuchus,2.3471,0.9773
Ophiuchus,2.349,0.9848
Ophiuchus,2.3509,0.9798
Ophiuchus,2.3528,0.9848
Ophiuchus,2.3546,0.9924
Ophiuchus,2.3565,1.0
Ophiuchus,2.3584,1.0051
Ophiuchus,2.3603,1.0025
Ophiuchus,2.3622,1.0051
Ophiuchus,2.364,1.0051
Ophiuchus,2.3659,1.0126
Ophiuchus,2.3678,1.0101
Ophiuchus,2.3697,1.0177
Ophiuchus,2.3716,1.0227
Ophiuchus,2.3734,1.0303
Ophiuchus,2.3753,1.0303
Ophiuchus,2.3772,1.0328
Ophiuchus,2.3791,1.0303
Ophiuchus,2.381,1.0354
Ophiuchus,2.3828,1.0455
Ophiuchus,2.3847,1.048
Ophiuchus,2.3885,1.0556
Ophiuchus,2.3904,1.0606
Ophiuchus,2.3922,1.0631
Ophiuchus,2.3941,1.0682
Ophiuchus,2.396,1.0758
Ophiuchus,2.3979,1.0783
Ophiuchus,2.3998,1.0859
Ophiuchus,2.4016,1.0808
Ophiuchus,2.4035,1.0884
Ophiuchus,2.4054,1.0934
Ophiuchus,2.4073,1.101
Ophiuchus,2.4092,1.101
Ophiuchus,2.4129,1.1086
Ophiuchus,2.4148,1.1111
Ophiuchus,2.4167,1.1187
Ophiuchus,2.4186,1.1237
Ophiuchus,2.4204,1.1263
Ophiuchus,2.4223,1.1313
Ophiuchus,2.4242,1.1414
Ophiuchus,2.4261,1.1389
Ophiuchus,2.428,1.1439
Ophiuchus,2.4298,1.149
Ophiuchus,2.4317,1.1566
Ophiuchus,2.4336,1.154
Ophiuchus,2.4355,1.1591
Ophiuchus,2.4374,1.1641
Ophiuchus,2.4392,1.1692
Ophiuchus,2.4411,1.1667
Ophiuchus,2.443,1.1768
Ophiuchus,2.4449,1.1818
Ophiuchus,2.4468,1.1843
Ophiuchus,2.4486,1.1894
Ophiuchus,2.4505,1.197
Ophiuchus,2.4524,1.1995
Ophiuchus,2.4543,1.197
Ophiuchus,2.4562,1.2071
Ophiuchus,2.458,1.2121
Ophiuchus,2.4599,1.2146
Ophiuchus,2.4618,1.2197
Ophiuchus,2.4637,1.2273
Ophiuchus,2.4656,1.2298
Ophiuchus,2.4675,1.2374
Ophiuchus,2.4693,1.2374
Ophiuchus,2.4712,1.2374
Ophiuchus,2.4731,1.2449
Ophiuchus,2.475,1.25
Ophiuchus,2.4769,1.2525
Ophiuchus,2.4787,1.2576
Ophiuchus,2.4806,1.2601
Ophiuchus,2.4825,1.2626
Ophiuchus,2.4844,1.2702
Ophiuchus,2.4863,1.2753
Ophiuchus,2.4881,1.2803
Ophiuchus,2.49,1.2828
Ophiuchus,2.4919,1.2879
Ophiuchus,2.4938,1.2904
Ophiuchus,2.4957,1.2955
Ophiuchus,2.4975,1.3005
Ophiuchus,2.4994,1.3056
Ophiuchus,2.5013,1.303
Ophiuchus,2.5032,1.3131
Ophiuchus,2.5051,1.3232
Ophiuchus,2.5069,1.3283
Ophiuchus,2.5088,1.3258
Ophiuchus,2.5107,1.3308
Ophiuchus,2.5126,1.3333
Ophiuchus,2.5145,1.3409
Ophiuchus,2.5163,1.346
Ophiuchus,2.5182,1.351
Ophiuchus,2.5201,1.3535
Ophiuchus,2.522,1.3535
Ophiuchus,2.5239,1.3611
Ophiuchus,2.5257,1.3636
Ophiuchus,2.5276,1.3712
Ophiuchus,2.5295,1.3737
Ophiuchus,2.5314,1.3763
Ophiuchus,2.5333,1.3737
Ophiuchus,2.5351,1.3838
Ophiuchus,2.537,1.3939
Ophiuchus,2.5389,1.3914
Ophiuchus,2.5427,1.3939
Ophiuchus,2.5445,1.4015
Ophiuchus,2.5464,1.404
Ophiuchus,2.5483,1.4066
Ophiuchus,2.5502,1.4091
Ophiuchus,2.5521,1.4091
Ophiuchus,2.5539,1.4242
Ophiuchus,2.5558,1.4141
Ophiuchus,2.5577,1.4293
Ophiuchus,2.5596,1.4192
Ophiuchus,2.5615,1.4217
Ophiuchus,2.5633,1.4293
Ophiuchus,2.5652,1.4343
Ophiuchus,2.5671,1.4343
Ophiuchus,2.569,1.4343
Ophiuchus,2.5709,1.4293
Ophiuchus,2.5727,1.4394
Ophiuchus,2.5746,1.4394
Ophiuchus,2.5765,1.4394
Ophiuchus,2.5784,1.447
Ophiuchus,2.5803,1.4444
Ophiuchus,2.5821,1.452
Ophiuchus,2.584,1.4571
Ophiuchus,2.5859,1.4646
Ophiuchus,2.5878,1.4646
Ophiuchus,2.5897,1.4672
Ophiuchus,2.5915,1.4697
Ophiuchus,2.5934,1.4697
Ophiuchus,2.5953,1.4646
Ophiuchus,2.5972,1.4672
Ophiuchus,2.5991,1.4747
Ophiuchus,2.6009,1.4747
Ophiuchus,2.6028,1.4823
Ophiuchus,2.6047,1.4848
Ophiuchus,2.6066,1.4823
Ophiuchus,2.6085,1.4798
Ophiuchus,2.6103,1.4899
Ophiuchus,2.6122,1.4975
Ophiuchus,2.6141,1.4975
Ophiuchus,2.616,1.5051
Ophiuchus,2.6179,1.5076
Ophiuchus,2.6197,1.5126
Ophiuchus,2.6216,1.5152
Ophiuchus,2.6235,1.5152
Ophiuchus,2.6254,1.5253
Ophiuchus,2.6273,1.5202
Ophiuchus,2.6291,1.5278
Ophiuchus,2.631,1.5253
Ophiuchus,2.6329,1.5278
Ophiuchus,2.6348,1.5354
Ophiuchus,2.6367,1.5354
Ophiuchus,2.6385,1.5354
Ophiuchus,2.6404,1.5354
Ophiuchus,2.6423,1.5404
Ophiuchus,2.6442,1.5429
Ophiuchus,2.6461,1.5404
Ophiuchus,2.6479,1.5429
Ophiuchus,2.6498,1.548
Ophiuchus,2.6517,1.553
Ophiuchus,2.6536,1.5581
Ophiuchus,2.6555,1.5657
Ophiuchus,2.6573,1.5682
Ophiuchus,2.6592,1.5732
Ophiuchus,2.6611,1.5808
Ophiuchus,2.663,1.5758
Ophiuchus,2.6649,1.5884
Ophiuchus,2.6667,1.596
Ophiuchus,2.6686,1.596
Ophiuchus,2.6705,1.6035
Ophiuchus,2.6724,1.6111
Ophiuchus,2.6743,1.6263
Ophiuchus,2.6761,1.6187
Ophiuchus,2.678,1.6263
Ophiuchus,2.6799,1.6338
Ophiuchus,2.6818,1.6338
Ophiuchus,2.6837,1.6414
Ophiuchus,2.6874,1.649
Ophiuchus,2.6893,1.649
Ophiuchus,2.6912,1.6566
Ophiuchus,2.6931,1.6591
Ophiuchus,2.6949,1.6616
Ophiuchus,2.6968,1.6641
Ophiuchus,2.6987,1.6667
Ophiuchus,2.7006,1.6667
Ophiuchus,2.7025,1.6667
Ophiuchus,2.7043,1.6667
Ophiuchus,2.7062,1.6667
Ophiuchus,2.7081,1.6667
Ophiuchus,2.71,1.6717
Ophiuchus,2.7119,1.6768
Ophiuchus,2.7137,1.6742
Ophiuchus,2.7156,1.6793
Ophiuchus,2.7175,1.6919
Ophiuchus,2.7194,1.697
Ophiuchus,2.7213,1.6944
Ophiuchus,2.7231,1.702
Ophiuchus,2.725,1.7096
Ophiuchus,2.7269,1.7071
Ophiuchus,2.7288,1.7121
Ophiuchus,2.7307,1.7247
Ophiuchus,2.7325,1.7298
Ophiuchus,2.7344,1.7348
Ophiuchus,2.7363,1.7399
Ophiuchus,2.7382,1.7525
Ophiuchus,2.7401,1.75
Ophiuchus,2.742,1.7551
Ophiuchus,2.7438,1.7677
Ophiuchus,2.7457,1.7727
Ophiuchus,2.7476,1.7702
Ophiuchus,2.7495,1.7828
Ophiuchus,2.7514,1.7879
Ophiuchus,2.7532,1.7854
Ophiuchus,2.7551,1.7929
Ophiuchus,2.757,1.798
Ophiuchus,2.7589,1.8005
Ophiuchus,2.7608,1.803
Ophiuchus,2.7626,1.8131
Ophiuchus,2.7645,1.8182
Ophiuchus,2.7664,1.8081
Ophiuchus,2.7683,1.8157
Ophiuchus,2.7702,1.8157
Ophiuchus,2.772,1.8106
Ophiuchus,2.7739,1.8056
Ophiuchus,2.7758,1.8005
Ophiuchus,2.7777,1.7955
Ophiuchus,2.7796,1.7879
Ophiuchus,2.7814,1.7828
Ophiuchus,2.7833,1.7929
Ophiuchus,2.7852,1.7778
Ophiuchus,2.7871,1.7854
Ophiuchus,2.789,1.7854
Ophiuchus,2.7908,1.7828
Ophiuchus,2.7927,1.7778
Ophiuchus,2.7946,1.7929
Ophiuchus,2.7965,1.7929
Ophiuchus,2.7984,1.7879
Ophiuchus,2.8002,1.7854
Ophiuchus,2.8021,1.7854
Ophiuchus,2.804,1.7929
Ophiuchus,2.8059,1.798
Ophiuchus,2.8078,1.8081
Ophiuchus,2.8096,1.8056
Ophiuchus,2.8115,1.8182
Ophiuchus,2.8134,1.8182
Ophiuchus,2.8153,1.8182
Ophiuchus,2.8172,1.8308
Ophiuchus,2.819,1.8434
Ophiuchus,2.8209,1.8485
Ophiuchus,2.8228,1.846
Ophiuchus,2.8247,1.8384
Ophiuchus,2.8266,1.846
Ophiuchus,2.8284,1.8409
Ophiuchus,2.8303,1.8359
Ophiuchus,2.8322,1.8333
Ophiuchus,2.8341,1.8409
Ophiuchus,2.836,1.8485
Ophiuchus,2.8378,1.8485
Ophiuchus,2.8397,1.8485
Ophiuchus,2.8416,1.8611
Ophiuchus,2.8435,1.8737
Ophiuchus,2.8454,1.8737
Ophiuchus,2.8472,1.8788
Ophiuchus,2.8491,1.8788
Ophiuchus,2.851,1.8914
Ophiuchus,2.8529,1.8965
Ophiuchus,2.8548,1.9015
Ophiuchus,2.8566,1.9066
Ophiuchus,2.8585,1.9091
Ophiuchus,2.8604,1.9141
Ophiuchus,2.8623,1.9192
Ophiuchus,2.8642,1.9192
Ophiuchus,2.866,1.9192
Ophiuchus,2.8679,1.9192
Ophiuchus,2.8698,1.9192
Ophiuchus,2.8717,1.9192
Ophiuchus,2.8736,1.9192
Ophiuchus,2.8754,1.9192
Ophiuchus,2.8773,1.9217
Ophiuchus,2.8792,1.9343
Ophiuchus,2.8811,1.9343
Ophiuchus,2.883,1.9394
Ophiuchus,2.8848,1.9394
Ophiuchus,2.8867,1.952
Ophiuchus,2.8886,1.9596
Ophiuchus,2.8905,1.9697
Ophiuchus,2.8924,1.9646
Ophiuchus,2.8942,1.9545
Ophiuchus,2.8961,1.9495
Ophiuchus,2.898,1.9495
Ophiuchus,2.8999,1.9369
Ophiuchus,2.9018,1.9343
Ophiuchus,2.9036,1.9343
Ophiuchus,2.9055,1.9369
Ophiuchus,2.9074,1.9293
Ophiuchus,2.9093,1.9293
Ophiuchus,2.9112,1.9217
Ophiuchus,2.913,1.9242
Ophiuchus,2.9187,1.9444
Ophiuchus,2.9206,1.9444
Ophiuchus,2.9224,1.9495
Ophiuchus,2.9243,1.9444
Ophiuchus,2.9262,1.9444
Ophiuchus,2.9281,1.9394
Ophiuchus,2.93,1.9369
Ophiuchus,2.9318,1.9369
Ophiuchus,2.9337,1.9293
Ophiuchus,2.9356,1.9293
Ophiuchus,2.9375,1.9217
Ophiuchus,2.9394,1.9242
Ophiuchus,2.9412,1.9293
Ophiuchus,2.9431,1.9293
Ophiuchus,2.945,1.9343
Ophiuchus,2.9469,1.9242
Ophiuchus,2.9488,1.9343
Ophiuchus,2.9506,1.9268
Ophiuchus,2.9525,1.9242
Ophiuchus,2.9544,1.9242
Ophiuchus,2.9563,1.9242
Ophiuchus,2.9582,1.9293
Ophiuchus,2.96,1.9369
Ophiuchus,2.9619,1.9495
Ophiuchus,2.9638,1.9545
Ophiuchus,2.9657,1.9596
Ophiuchus,2.9676,1.9596
Ophiuchus,2.9694,1.9672
Ophiuchus,2.9713,1.9798
Ophiuchus,2.9732,1.9823
Ophiuchus,2.9751,1.9848
Ophiuchus,2.977,1.9949
Ophiuchus,2.9788,2.0025
Ophiuchus,2.9807,2.0126
Ophiuchus,3.0033,2.0859
Ophiuchus,3.0052,2.0859
Ophiuchus,3.0071,2.0884
Ophiuchus,3.0089,2.0859
Ophiuchus,3.0108,2.0909
Ophiuchus,3.0127,2.1035
Ophiuchus,3.0146,2.1061
Ophiuchus,3.0165,2.1086
Perseus,1.941,0.0657
Perseus,1.9429,0.0657
Perseus,1.9448,0.0606
Perseus,1.9467,0.0682
Perseus,1.9485,0.0657
Perseus,1.9504,0.0707
Perseus,1.9523,0.0758
Perseus,1.9542,0.0758
Perseus,1.9561,0.0833
Perseus,1.9579,0.0808
Perseus,1.9598,0.0859
Perseus,1.9617,0.0934
Perseus,1.9636,0.0909
Perseus,1.9655,0.0985
Perseus,1.9673,0.096
Perseus,1.9692,0.101
Perseus,1.9711,0.1086
Perseus,1.973,0.1061
Perseus,1.9749,0.1136
Perseus,1.9767,0.1111
Perseus,1.9786,0.1162
Perseus,1.9805,0.1237
Perseus,1.9824,0.1212
Perseus,1.9843,0.1288
Perseus,1.9861,0.1313
Perseus,1.988,0.1313
Perseus,1.9899,0.1389
Perseus,1.9918,0.1364
Perseus,1.9937,0.1439
Perseus,1.9955,0.1414
Perseus,1.9974,0.1465
Perseus,1.9993,0.154
Perseus,2.0012,0.1566
Perseus,2.0031,0.1591
Perseus,2.0049,0.1616
Perseus,2.0068,0.1616
Perseus,2.0087,0.1717
Perseus,2.0106,0.1667
Perseus,2.0125,0.1742
Perseus,2.0143,0.1793
Perseus,2.0162,0.1768
Perseus,2.0181,0.1843
Perseus,2.02,0.1869
Perseus,2.0219,0.1869
Perseus,2.0237,0.1944
Perseus,2.0256,0.1995
Perseus,2.0275,0.2071
Perseus,2.0294,0.2045
Perseus,2.0313,0.2096
Perseus,2.0331,0.2121
Perseus,2.035,0.2146
Perseus,2.0369,0.2197
Perseus,2.0388,0.2222
Perseus,2.0425,0.2298
Perseus,2.0444,0.2273
Perseus,2.0463,0.2374
Perseus,2.0482,0.2399
Perseus,2.0501,0.2449
Perseus,2.0519,0.2475
Perseus,2.0538,0.2475
Perseus,2.0557,0.2551
Perseus,2.0576,0.2601
Perseus,2.0595,0.2677
Perseus,2.0613,0.2626
Perseus,2.0632,0.2702
Perseus,2.0651,0.2677
Perseus,2.067,0.2753
Perseus,2.0689,0.2803
Perseus,2.0707,0.2828
Perseus,2.0726,0.2929
Perseus,2.0745,0.2904
Perseus,2.0764,0.2879
Perseus,2.0783,0.298
Perseus,2.0801,0.3005
Perseus,2.082,0.3056
Perseus,2.0839,0.3081
Perseus,2.0858,0.3081
Perseus,2.0877,0.3157
Perseus,2.0895,0.3207
Perseus,2.0933,0.3283
Perseus,2.0952,0.3308
Perseus,2.0971,0.3359
Perseus,2.0989,0.3409
Perseus,2.1008,0.3434
Perseus,2.1046,0.351
Perseus,2.1065,0.3561
Perseus,2.1083,0.3636
Perseus,2.1102,0.3662
Perseus,2.1121,0.3662
Perseus,2.114,0.3687
Perseus,2.1159,0.3763
Perseus,2.1177,0.3813
Perseus,2.1196,0.3864
Perseus,2.1215,0.3889
Perseus,2.1234,0.399
Perseus,2.1253,0.3965
Perseus,2.1271,0.4015
Perseus,2.129,0.4066
Perseus,2.1309,0.4116
Perseus,2.1328,0.4116
Perseus,2.1347,0.4167
Perseus,2.1365,0.4217
Perseus,2.1384,0.4268
Perseus,2.1403,0.4242
Perseus,2.1422,0.4343
Perseus,2.1441,0.4369
Perseus,2.1459,0.4419
Perseus,2.1478,0.447
Perseus,2.1497,0.4545
Perseus,2.1516,0.4495
Perseus,2.1535,0.4571
Perseus,2.1553,0.4621
Perseus,2.1572,0.4697
Perseus,2.1591,0.4697
Perseus,2.161,0.4722
Perseus,2.1629,0.4747
Perseus,2.1647,0.4747
Perseus,2.1666,0.4823
Perseus,2.1685,0.4798
Perseus,2.1704,0.4874
Perseus,2.1723,0.4899
Perseus,2.1741,0.5
Perseus,2.176,0.5
Perseus,2.1779,0.5025
Perseus,2.1798,0.5051
Perseus,2.1817,0.5051
Perseus,2.1835,0.5126
Perseus,2.1854,0.5177
Perseus,2.1873,0.5253
Perseus,2.1892,0.5227
Perseus,2.1911,0.5303
Perseus,2.1929,0.5303
Perseus,2.1948,0.5328
Perseus,2.1967,0.5354
Perseus,2.1986,0.5354
Perseus,2.2005,0.5429
Perseus,2.2024,0.548
Perseus,2.2042,0.5556
Perseus,2.2061,0.5505
Perseus,2.208,0.5581
Perseus,2.2099,0.5631
Perseus,2.2118,0.5631
Perseus,2.2136,0.5682
Perseus,2.2155,0.5732
Perseus,2.2174,0.5783
Perseus,2.2193,0.5783
Perseus,2.2212,0.5833
Perseus,2.223,0.5884
Perseus,2.2249,0.5934
Perseus,2.2268,0.5934
Perseus,2.2287,0.5985
Perseus,2.2306,0.6035
Perseus,2.2324,0.6086
Perseus,2.2343,0.6162
Perseus,2.2362,0.6111
Perseus,2.2381,0.6237
Perseus,2.24,0.6237
Perseus,2.2418,0.6263
Perseus,2.2437,0.6313
Perseus,2.2456,0.6364
Perseus,2.2475,0.6465
Perseus,2.2494,0.6439
Perseus,2.2512,0.6515
Perseus,2.2531,0.6566
Perseus,2.255,0.6566
Perseus,2.2588,0.6667
Perseus,2.2606,0.6692
Perseus,2.2625,0.6768
Perseus,2.2644,0.6768
Perseus,2.2663,0.6818
Perseus,2.2682,0.6869
Perseus,2.3678,0.8737
Perseus,2.3697,0.8788
Perseus,2.3716,0.8813
Perseus,2.3734,0.8838
Perseus,2.3753,0.8889
Perseus,2.3772,0.8889
Perseus,2.3791,0.8914
Perseus,2.381,0.899
Perseus,2.3828,0.899
Perseus,2.3847,0.899
Perseus,2.3866,0.904
Perseus,2.3885,0.9116
Perseus,2.3922,0.9141
Perseus,2.3941,0.9242
Perseus,2.396,0.9293
Perseus,2.3979,0.9268
Perseus,2.3998,0.9343
Perseus,2.4016,0.9394
Perseus,2.4035,0.9419
Perseus,2.4242,0.9798
Perseus,2.4261,0.9848
Perseus,2.428,0.9874
Perseus,2.4298,0.9848
Perseus,2.4317,0.9924
Perseus,2.4336,1.0
Perseus,2.4355,1.0025
Perseus,2.4374,0.9949
Perseus,2.4392,1.0101
Perseus,2.4411,1.0076
Perseus,2.443,1.0152
Perseus,2.4449,1.0177
Perseus,2.4468,1.0177
Perseus,2.4486,1.0227
Perseus,2.4505,1.0278
Perseus,2.4524,1.0328
Perseus,2.4543,1.0404
Perseus,2.4562,1.0404
Perseus,2.458,1.0429
Perseus,2.4599,1.048
Perseus,2.4618,1.053
Perseus,2.4637,1.0556
Perseus,2.4656,1.0657
Perseus,2.4675,1.0631
Perseus,2.4693,1.0682
Perseus,2.4712,1.0732
Perseus,2.4731,1.0783
Perseus,2.475,1.0783
Perseus,2.4769,1.0808
Perseus,2.4787,1.0884
Perseus,2.4806,1.0934
Perseus,2.4825,1.0985
Perseus,2.4844,1.101
Perseus,2.4881,1.1086
Perseus,2.49,1.1136
Perseus,2.4919,1.1187
Perseus,2.4938,1.1237
Perseus,2.4957,1.1313
Perseus,2.4975,1.1288
Perseus,2.4994,1.1364
Perseus,2.5032,1.1389
Perseus,2.5051,1.1364
Perseus,2.5069,1.1414
Perseus,2.5088,1.149
Perseus,2.5107,1.154
Perseus,2.5126,1.1616
Perseus,2.5145,1.1591
Perseus,2.5163,1.1667
Perseus,2.5201,1.1692
Perseus,2.522,1.1742
Perseus,2.5239,1.1717
Perseus,2.5257,1.1843
Perseus,2.5276,1.1843
Perseus,2.5295,1.1894
Perseus,2.5314,1.1944
Perseus,2.5333,1.1995
Perseus,2.537,1.2071
Perseus,2.5389,1.2096
Perseus,2.5408,1.2146
Perseus,2.5427,1.2172
Perseus,2.5445,1.2197
Perseus,2.5464,1.2273
Perseus,2.5483,1.2323
Perseus,2.5502,1.2298
Perseus,2.5521,1.2374
Perseus,2.5539,1.2273
Perseus,2.5558,1.2323
Perseus,2.5577,1.2399
Perseus,2.5596,1.2424
Perseus,2.5615,1.2449
Perseus,2.5633,1.2424
Perseus,2.5652,1.2525
Perseus,2.5671,1.2551
Perseus,2.569,1.2601
Perseus,2.5709,1.2652
Perseus,2.5727,1.2702
Perseus,2.5746,1.2677
Perseus,2.5765,1.2753
Perseus,2.5784,1.2803
Perseus,2.5803,1.2854
Perseus,2.5821,1.2904
Perseus,2.5859,1.298
Perseus,2.5878,1.3005
Perseus,2.5897,1.3056
Perseus,2.5934,1.3131
Perseus,2.5972,1.3283
Perseus,2.5991,1.3258
Perseus,2.6009,1.3232
Perseus,2.6047,1.3333
Perseus,2.6066,1.3434
Perseus,2.6085,1.3485
Perseus,2.6103,1.3434
Perseus,2.6122,1.346
Perseus,2.6141,1.3485
Perseus,2.616,1.351
Perseus,2.6179,1.3586
Perseus,2.6197,1.3611
Perseus,2.6216,1.3611
Perseus,2.6254,1.3687
Perseus,2.6273,1.3712
Perseus,2.6291,1.3763
Perseus,2.631,1.3813
Perseus,2.6329,1.3889
Perseus,2.6348,1.3914
Perseus,2.6367,1.3914
Perseus,2.6385,1.3939
Perseus,2.6404,1.4015
Perseus,2.6423,1.4066
Perseus,2.6442,1.4116
Perseus,2.6461,1.4141
Perseus,2.6498,1.4217
Perseus,2.6517,1.4268
Perseus,2.6536,1.4318
Perseus,2.6555,1.4369
Perseus,2.6573,1.4369
Perseus,2.6592,1.4419
Perseus,2.6611,1.4444
Perseus,2.663,1.4545
Perseus,2.6649,1.452
Perseus,2.6667,1.4596
Perseus,2.6686,1.4545
Perseus,2.6705,1.4621
Perseus,2.6724,1.4646
Perseus,2.6743,1.4672
Perseus,2.6761,1.4697
Perseus,2.678,1.4697
Perseus,2.6799,1.4798
Perseus,2.6818,1.4747
Perseus,2.6837,1.4823
Perseus,2.6855,1.4874
Perseus,2.6874,1.4899
Perseus,2.6912,1.4975
Perseus,2.6931,1.5025
Perseus,2.6949,1.5076
Perseus,2.6968,1.5126
Perseus,2.6987,1.5253
Perseus,2.7006,1.5202
Perseus,2.7043,1.5278
Perseus,2.7062,1.5328
Perseus,2.7081,1.5379
Perseus,2.71,1.5429
Perseus,2.7119,1.5556
Perseus,2.7137,1.5505
Perseus,2.7175,1.5581
Perseus,2.7194,1.5631
Perseus,2.7213,1.5682
Perseus,2.7231,1.5657
Perseus,2.725,1.5732
Perseus,2.7269,1.5707
Perseus,2.7288,1.5758
Perseus,2.7307,1.5859
Perseus,2.7325,1.5884
Perseus,2.7344,1.5808
Perseus,2.7363,1.596
Perseus,2.7382,1.5985
Perseus,2.7401,1.6035
Perseus,2.742,1.6086
Perseus,2.7438,1.6086
Perseus,2.7457,1.6061
Perseus,2.7476,1.6061
Perseus,2.7495,1.6035
Perseus,2.7514,1.601
Perseus,2.7532,1.6061
Perseus,2.7551,1.6035
Perseus,2.757,1.6111
Perseus,2.7589,1.6136
Perseus,2.7608,1.6187
Perseus,2.7626,1.6212
Perseus,2.7645,1.6288
Perseus,2.7664,1.6313
Perseus,2.7683,1.6338
Perseus,2.7702,1.6364
Perseus,2.772,1.6364
Perseus,2.7739,1.6465
Perseus,2.7758,1.649
Perseus,2.7777,1.6465
Perseus,2.7796,1.6414
Perseus,2.7814,1.6414
